STATION_ID,DIRECTION,STOP_NAME,STATION_NAME,ADA,RED,BLUE,GRN,BRN,PURP,PURPExp,YEL,PINK,ORNG
40750,S,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem (Blue Line - O'Hare Branch),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40750,N,Harlem (O'Hare Branch) (O'Hare-bound),Harlem (Blue Line - O'Hare Branch),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40980,W,Harlem (Forest Pk Branch) (Terminal arrival),Harlem (Blue Line - Forest Park Branch),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40020,E,Harlem (63rd-bound),Harlem/Lake (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40020,W,Harlem (Terminal arrival),Harlem/Lake (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40850,E,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren (Brown; Orange; Purple & Pink Lines),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40850,W,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren (Brown; Orange; Purple & Pink Lines),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
41490,S,Harrison (95th-bound),Harrison (Red Line),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41490,N,Harrison (Howard-bound),Harrison (Red Line),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40900,N,Howard (Terminal arrival),Howard (Red; Purple & Yellow Lines),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40900,S,Howard (Terminal arrival),Howard (Red; Purple & Yellow Lines),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
40900,N,Howard (Linden & Skokie-bound),Howard (Red; Purple & Yellow Lines),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
40900,S,Howard (95th-Bound),Howard (Red; Purple & Yellow Lines),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40810,E,Illinois Medical District (O'Hare-bound),Illinois Medical District (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40810,W,Illinois Medical District (Forest Pk-bound),Illinois Medical District (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40300,S,Indiana (63rd-bound),Indiana (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40300,N,Indiana (Harlem-bound),Indiana (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41460,S,Irving Park (Loop-bound),Irving Park (Brown Line),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40550,N,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park (Blue Line),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40550,S,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park (Blue Line),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41460,N,Irving Park (Kimball-bound),Irving Park (Brown Line),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40070,N,Jackson/Dearborn (O'Hare-bound),Jackson (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40560,S,Jackson/State (95th-bound),Jackson (Red Line),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40560,N,Jackson/State (Howard-bound),Jackson (Red Line),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40070,S,Jackson/Dearborn (Forest Pk-bound),Jackson (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41190,N,Jarvis (Howard-bound),Jarvis (Red Line),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41190,S,Jarvis (95th-bound),Jarvis (Red Line),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41280,N,Jefferson Park (O'Hare-bound),Jefferson Park (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41280,S,Jefferson Park (Forest Pk-bound),Jefferson Park (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41180,S,Kedzie (Loop-bound),Kedzie (Brown Line),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41150,N,Kedzie (Loop-bound),Kedzie (Orange Line),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41150,S,Kedzie (Midway-bound),Kedzie (Orange Line),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
41040,W,Kedzie (54th/Cermak-bound),Kedzie (Pink Line),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41040,E,Kedzie (Loop-bound),Kedzie (Pink Line),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41180,N,Kedzie (Kimball-bound),Kedzie (Brown Line),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41070,E,Kedzie (63rd-bound),Kedzie (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41070,W,Kedzie (Harlem-bound),Kedzie (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40250,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40250,E,Kedzie-Homan (O'Hare-bound),Kedzie-Homan (Blue Line),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41290,N,Kimball (Terminal arrival),Kimball (Brown Line),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41290,S,Kimball (Loop-bound),Kimball (Brown Line),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41140,E,King Drive (Cottage Grove-bound),King Drive (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41140,W,King Drive (Harlem-bound),King Drive (Green Line),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40600,E,Kostner (Loop-bound),Kostner (Pink Line),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
40600,W,Kostner (54th/Cermak-bound),Kostner (Pink Line),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41660,S,Lake (95th-bound),Lake (Red Line),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41660,N,Lake (Howard-bound),Lake (Red Line),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
